# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	91104	92504	-					leuC		KPN_RS00420	1401		old_locus_tag=KPN_00078
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	91104	92504	-	WP_004177417.1	WP_004177417.1		3-isopropylmalate dehydratase large subunit	leuC		KPN_RS00420	1401	466	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	92507	93598	-					leuB		KPN_RS00425	1092		old_locus_tag=KPN_00079
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	92507	93598	-	WP_002888487.1	WP_002888487.1		3-isopropylmalate dehydrogenase	leuB		KPN_RS00425	1092	363	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	93598	95169	-					leuA		KPN_RS00430	1572		old_locus_tag=KPN_00080
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	93598	95169	-	WP_004178594.1	WP_004178594.1		2-isopropylmalate synthase	leuA		KPN_RS00430	1572	523	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	95265	95351	-					leuL		KPN_RS28495	87		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	95265	95351	-	WP_004222662.1	WP_004222662.1		leu operon leader peptide	leuL		KPN_RS28495	87	28	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	95965	96933	+					leuO		KPN_RS00440	969		old_locus_tag=KPN_00081
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	95965	96933	+	WP_085848893.1	WP_085848893.1		transcriptional regulator LeuO	leuO		KPN_RS00440	969	322	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	97328	99052	+					ilvI		KPN_RS00445	1725		old_locus_tag=KPN_00082
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	97328	99052	+	WP_002888534.1	WP_002888534.1		acetolactate synthase 3 large subunit	ilvI		KPN_RS00445	1725	574	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	99055	99546	+					ilvN		KPN_RS00450	492		old_locus_tag=KPN_00083
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	99055	99546	+	WP_002888536.1	WP_002888536.1		acetolactate synthase small subunit	ilvN		KPN_RS00450	492	163	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	99727	100731	+					cra		KPN_RS00455	1005		old_locus_tag=KPN_00084
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	99727	100731	+	WP_004145952.1	WP_004145952.1		catabolite repressor/activator	cra		KPN_RS00455	1005	334	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	101372	101830	+					mraZ		KPN_RS00460	459		old_locus_tag=KPN_00085
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	101372	101830	+	WP_011977652.1	WP_011977652.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		KPN_RS00460	459	152	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	101833	102774	+					rsmH		KPN_RS00465	942		old_locus_tag=KPN_00086
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	101833	102774	+	WP_002888547.1	WP_002888547.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		KPN_RS00465	942	313	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	102771	103136	+					ftsL		KPN_RS00470	366		old_locus_tag=KPN_00087
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	102771	103136	+	WP_002888550.1	WP_002888550.1		cell division protein FtsL	ftsL		KPN_RS00470	366	121	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	103152	104918	+							KPN_RS00475	1767		old_locus_tag=KPN_00088
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	103152	104918	+	WP_002888559.1	WP_002888559.1		peptidoglycan glycosyltransferase FtsI			KPN_RS00475	1767	588	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	104905	106392	+					murE		KPN_RS00480	1488		old_locus_tag=KPN_00089
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	104905	106392	+	WP_004147071.1	WP_004147071.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		KPN_RS00480	1488	495	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	106389	107747	+					murF		KPN_RS00485	1359		old_locus_tag=KPN_00090
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	106389	107747	+	WP_004177411.1	WP_004177411.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		KPN_RS00485	1359	452	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	107741	108823	+					mraY		KPN_RS00490	1083		old_locus_tag=KPN_00091
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	107741	108823	+	WP_002888562.1	WP_002888562.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		KPN_RS00490	1083	360	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	108826	110142	+					murD		KPN_RS00495	1317		old_locus_tag=KPN_00092
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	108826	110142	+	WP_004151364.1	WP_004151364.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		KPN_RS00495	1317	438	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	110142	111416	+					ftsW		KPN_RS00500	1275		old_locus_tag=KPN_00093
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	110142	111416	+	WP_002888565.1	WP_002888565.1		cell division protein FtsW	ftsW		KPN_RS00500	1275	424	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	111413	112483	+					murG		KPN_RS00505	1071		old_locus_tag=KPN_00094
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	111413	112483	+	WP_002888566.1	WP_002888566.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		KPN_RS00505	1071	356	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	112531	114006	+					murC		KPN_RS00510	1476		old_locus_tag=KPN_00095
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	112531	114006	+	WP_004192000.1	WP_004192000.1		UDP-N-acetylmuramate--L-alanine ligase	murC		KPN_RS00510	1476	491	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	113999	114919	+							KPN_RS00515	921		old_locus_tag=KPN_00096
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	113999	114919	+	WP_004191999.1	WP_004191999.1		D-alanine--D-alanine ligase			KPN_RS00515	921	306	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	114921	115751	+					ftsQ		KPN_RS00520	831		old_locus_tag=KPN_00097
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	114921	115751	+	WP_002888624.1	WP_002888624.1		cell division protein FtsQ	ftsQ		KPN_RS00520	831	276	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	115748	117010	+					ftsA		KPN_RS00525	1263		old_locus_tag=KPN_00098
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	115748	117010	+	WP_002888625.1	WP_002888625.1		cell division protein FtsA	ftsA		KPN_RS00525	1263	420	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	117073	118224	+					ftsZ		KPN_RS00530	1152		old_locus_tag=KPN_00099
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	117073	118224	+	WP_002888628.1	WP_002888628.1		cell division protein FtsZ	ftsZ		KPN_RS00530	1152	383	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	118325	119242	+					lpxC		KPN_RS00535	918		old_locus_tag=KPN_00100
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	118325	119242	+	WP_002888632.1	WP_002888632.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		KPN_RS00535	918	305	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	119565	120062	+					secM		KPN_RS00540	498		old_locus_tag=KPN_00101
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	119565	120062	+	WP_002888635.1	WP_002888635.1		secA translation cis-regulator SecM	secM		KPN_RS00540	498	165	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	120125	122830	+					secA		KPN_RS00545	2706		old_locus_tag=KPN_00102
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	120125	122830	+	WP_002888638.1	WP_002888638.1		preprotein translocase subunit SecA	secA		KPN_RS00545	2706	901	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	122889	123281	+					mutT		KPN_RS00550	393		old_locus_tag=KPN_00103
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	122889	123281	+	WP_004145942.1	WP_004145942.1		8-oxo-dGTP diphosphatase MutT	mutT		KPN_RS00550	393	130	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	123334	123528	-					yacG		KPN_RS00555	195		old_locus_tag=KPN_00104
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	123334	123528	-	WP_002888644.1	WP_002888644.1		DNA gyrase inhibitor YacG	yacG		KPN_RS00555	195	64	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	123538	124281	-					zapD		KPN_RS00560	744		old_locus_tag=KPN_00105
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	123538	124281	-	WP_002888645.1	WP_002888645.1		cell division protein ZapD	zapD		KPN_RS00560	744	247	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	124281	124901	-					coaE		KPN_RS00565	621		old_locus_tag=KPN_00106
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	124281	124901	-	WP_002888649.1	WP_002888649.1		dephospho-CoA kinase	coaE		KPN_RS00565	621	206	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	125245	126288	+							KPN_RS00575	1044		old_locus_tag=KPN_00107
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	125245	126288	+	WP_004145938.1	WP_004145938.1		GMP reductase			KPN_RS00575	1044	347	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	126325	127530	-					hofC		KPN_RS00580	1206		old_locus_tag=KPN_00108
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	126325	127530	-	WP_011977654.1	WP_011977654.1		protein transport protein HofC	hofC		KPN_RS00580	1206	401	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	127520	128905	-					gspE		KPN_RS00585	1386		old_locus_tag=KPN_00109
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	127520	128905	-	WP_004145935.1	WP_004145935.1		type II secretion system protein GspE	gspE		KPN_RS00585	1386	461	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	128916	129347	-					ppdD		KPN_RS00590	432		old_locus_tag=KPN_00110
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	128916	129347	-	WP_002888683.1	WP_002888683.1		prepilin peptidase-dependent pilin	ppdD		KPN_RS00590	432	143	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	129529	130422	-					nadC		KPN_RS00595	894		old_locus_tag=KPN_00111
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	129529	130422	-	WP_002888684.1	WP_002888684.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		KPN_RS00595	894	297	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	130556	131119	+					ampD		KPN_RS00600	564		old_locus_tag=KPN_00112
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	130556	131119	+	WP_011977655.1	WP_011977655.1		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	ampD		KPN_RS00600	564	187	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	131116	131970	+					ampE		KPN_RS00605	855		old_locus_tag=KPN_00113
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	131116	131970	+	WP_004177406.1	WP_004177406.1		beta-lactamase regulator AmpE	ampE		KPN_RS00605	855	284	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	132206	133156	-							KPN_RS00610	951		old_locus_tag=KPN_00114
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	132206	133156	-	WP_011977656.1	WP_011977656.1		family 43 glycosylhydrolase			KPN_RS00610	951	316	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	133156	134562	-							KPN_RS00615	1407		old_locus_tag=KPN_00115
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	133156	134562	-	WP_032428537.1	WP_032428537.1		glycoside-pentoside-hexuronide (GPH):cation symporter			KPN_RS00615	1407	468	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	134747	136117	-					aroP		KPN_RS00620	1371		old_locus_tag=KPN_00116
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	134747	136117	-	WP_004147090.1	WP_004147090.1		aromatic amino acid transporter AroP	aroP		KPN_RS00620	1371	456	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	136761	137540	+					pdhR		KPN_RS00630	780		old_locus_tag=KPN_00117
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	136761	137540	+	WP_002888699.1	WP_002888699.1		pyruvate dehydrogenase complex transcriptional repressor PdhR	pdhR		KPN_RS00630	780	259	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	137677	140340	+					aceE		KPN_RS00635	2664		old_locus_tag=KPN_00118
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	137677	140340	+	WP_002888700.1	WP_002888700.1		pyruvate dehydrogenase (acetyl-transferring), homodimeric type	aceE		KPN_RS00635	2664	887	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	140355	142253	+					aceF		KPN_RS00640	1899		old_locus_tag=KPN_00119
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	140355	142253	+	WP_004178598.1	WP_004178598.1		pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	aceF		KPN_RS00640	1899	632	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	142460	143884	+					lpdA		KPN_RS00645	1425		old_locus_tag=KPN_00120
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	142460	143884	+	WP_002888731.1	WP_002888731.1		dihydrolipoyl dehydrogenase	lpdA		KPN_RS00645	1425	474	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	144049	144333	+							KPN_RS00650	285		old_locus_tag=KPN_00121
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	144049	144333	+	WP_004177403.1	WP_004177403.1		hypothetical protein			KPN_RS00650	285	94	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	144379	145185	-							KPN_RS00655	807		old_locus_tag=KPN_00122
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	144379	145185	-	WP_032424602.1	WP_032424602.1		DUF2950 family protein			KPN_RS00655	807	268	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	145197	146804	-							KPN_RS00660	1608		old_locus_tag=KPN_00123
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	145197	146804	-	WP_011977659.1	WP_011977659.1		DUF3300 domain-containing protein			KPN_RS00660	1608	535	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	147236	149833	+					acnB		KPN_RS00670	2598		old_locus_tag=KPN_00124
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	147236	149833	+	WP_002888735.1	WP_002888735.1		bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	acnB		KPN_RS00670	2598	865	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	150020	150382	+					yacL		KPN_RS00675	363		old_locus_tag=KPN_00125
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	150020	150382	+	WP_002888737.1	WP_002888737.1		protein YacL	yacL		KPN_RS00675	363	120	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	150455	151249	-					speD		KPN_RS00680	795		old_locus_tag=KPN_00126
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	150455	151249	-	WP_002888739.1	WP_002888739.1		adenosylmethionine decarboxylase	speD		KPN_RS00680	795	264	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	151274	152134	-					speE		KPN_RS00685	861		old_locus_tag=KPN_00127
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	151274	152134	-	WP_002888741.1	WP_002888741.1		polyamine aminopropyltransferase	speE		KPN_RS00685	861	286	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	152284	153477	-							KPN_RS30270	1194		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	152284	153477	-	WP_071889162.1	WP_071889162.1		FKBP-type peptidyl-prolyl cis-trans isomerase			KPN_RS30270	1194	397	
gene	pseudogene	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	153655	153894	-							KPN_RS32150	240		partial;pseudo
CDS	without_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	153655	153894	-				peptidylprolyl isomerase			KPN_RS32150	240		partial;pseudo
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	154476	154886	-							KPN_RS00695	411		old_locus_tag=KPN_00129
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	154476	154886	-	WP_002888804.1	WP_002888804.1		hypothetical protein			KPN_RS00695	411	136	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	155134	155481	-							KPN_RS00700	348		old_locus_tag=KPN_00130
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	155134	155481	-	WP_002888808.1	WP_002888808.1		YacC family pilotin-like protein			KPN_RS00700	348	115	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	155627	157225	+					cueO		KPN_RS00705	1599		old_locus_tag=KPN_00131
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	155627	157225	+	WP_004177397.1	WP_004177397.1		multicopper oxidase CueO	cueO		KPN_RS00705	1599	532	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	157309	159699	-							KPN_RS00710	2391		old_locus_tag=KPN_00132
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	157309	159699	-	WP_002888816.1	WP_002888816.1		glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase			KPN_RS00710	2391	796	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	159780	159899	+							KPN_RS30975	120		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	159780	159899	+	WP_012542835.1	WP_012542835.1		hypothetical protein			KPN_RS30975	120	39	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	159904	160440	+					hpt		KPN_RS00720	537		old_locus_tag=KPN_00133
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	159904	160440	+	WP_002888819.1	WP_002888819.1		hypoxanthine phosphoribosyltransferase	hpt		KPN_RS00720	537	178	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	160500	161162	-					can		KPN_RS00725	663		old_locus_tag=KPN_00134
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	160500	161162	-	WP_002888821.1	WP_002888821.1		carbonate dehydratase	can		KPN_RS00725	663	220	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	161347	162273	+							KPN_RS00730	927		old_locus_tag=KPN_00135
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	161347	162273	+	WP_002888823.1	WP_002888823.1		ABC transporter ATP-binding protein			KPN_RS00730	927	308	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	162270	163040	+							KPN_RS00735	771		old_locus_tag=KPN_00136
