lcl|NC_032089.1_cds_XP_719073.1_1	CAALFM_C100020CA
lcl|NC_032089.1_cds_XP_713643.2_377	CAALFM_C104060WA
lcl|NC_032089.1_cds_XP_019330635.1_378	CAALFM_C104070CA
lcl|NC_032089.1_cds_XP_713645.1_379	CAALFM_C104080WA
lcl|NC_032089.1_cds_XP_713646.2_380	CAALFM_C104090CA
lcl|NC_032089.1_cds_XP_713647.1_381	CAALFM_C104100CA
lcl|NC_032089.1_cds_XP_713648.2_382	CAALFM_C104110WA
lcl|NC_032089.1_cds_XP_713650.1_383	CAALFM_C104120CA
lcl|NC_032089.1_cds_XP_713651.2_384	CAALFM_C104130WA
lcl|NC_032089.1_cds_XP_713652.2_385	CAALFM_C104140WA
lcl|NC_032089.1_cds_XP_713653.1_386	CAALFM_C104150CA
lcl|NC_032089.1_cds_XP_713654.2_387	CAALFM_C104160CA
lcl|NC_032089.1_cds_XP_713655.1_388	CAALFM_C104170CA
lcl|NC_032089.1_cds_XP_713656.1_389	CAALFM_C104180WA
lcl|NC_032089.1_cds_XP_713657.2_390	CAALFM_C104190CA
lcl|NC_032089.1_cds_XP_713658.2_391	CAALFM_C104200CA
lcl|NC_032089.1_cds_XP_019330636.1_392	CAALFM_C104210CA
lcl|NC_032089.1_cds_XP_713661.1_393	CAALFM_C104220CA
lcl|NC_032089.1_cds_XP_019330637.1_394	CAALFM_C104230WA
lcl|NC_032089.1_cds_XP_713663.1_395	CAALFM_C104240CA
lcl|NC_032089.1_cds_XP_713665.1_396	CAALFM_C104260WA
lcl|NC_032089.1_cds_XP_713666.2_397	CAALFM_C104270CA
lcl|NC_032089.1_cds_XP_713667.1_398	CAALFM_C104280CA
lcl|NC_032089.1_cds_XP_019330638.1_399	CAALFM_C104290CA
lcl|NC_032089.1_cds_XP_713669.2_400	CAALFM_C104300CA
lcl|NC_032089.1_cds_XP_713670.1_401	CAALFM_C104310CA
lcl|NC_032089.1_cds_XP_713671.1_402	CAALFM_C104320WA
lcl|NC_032089.1_cds_XP_713673.1_403	CAALFM_C104330WA
lcl|NC_032089.1_cds_XP_713674.2_404	CAALFM_C104340CA
lcl|NC_032089.1_cds_XP_710411.2_405	CAALFM_C104350CA
lcl|NC_032089.1_cds_XP_019330639.1_406	CAALFM_C104360CA
lcl|NC_032089.1_cds_XP_710409.1_407	CAALFM_C104370CA
lcl|NC_032089.1_cds_XP_710408.1_408	CAALFM_C104380WA
lcl|NC_032089.1_cds_XP_710406.2_409	CAALFM_C104390CA
lcl|NC_032089.1_cds_XP_019330640.1_410	CAALFM_C104400CA
lcl|NC_032089.1_cds_XP_710404.1_411	CAALFM_C104410CA
lcl|NC_032089.1_cds_XP_710403.1_412	CAALFM_C104420CA
lcl|NC_032089.1_cds_XP_019330641.1_413	CAALFM_C104430CA
lcl|NC_032089.1_cds_XP_710402.1_414	CAALFM_C104440WA
lcl|NC_032089.1_cds_XP_019330642.1_415	CAALFM_C104450CA
lcl|NC_032089.1_cds_XP_712226.1_416	CAALFM_C104460CA
lcl|NC_032089.1_cds_XP_712228.1_417	CAALFM_C104470CA
lcl|NC_032089.1_cds_XP_712230.2_418	CAALFM_C104480CA
lcl|NC_032089.1_cds_XP_712231.2_419	CAALFM_C104490WA
lcl|NC_032089.1_cds_XP_712232.1_420	CAALFM_C104500WA
lcl|NC_032089.1_cds_XP_712233.1_421	CAALFM_C104510WA
lcl|NC_032089.1_cds_XP_019330643.1_422	CAALFM_C104520CA
lcl|NC_032089.1_cds_XP_712235.2_423	CAALFM_C104530CA
lcl|NC_032089.1_cds_XP_712236.2_424	CAALFM_C104540CA
lcl|NC_032089.1_cds_XP_712237.1_425	CAALFM_C104550WA
lcl|NC_032089.1_cds_XP_712238.1_426	CAALFM_C104560WA
lcl|NC_032089.1_cds_XP_712239.2_427	CAALFM_C104570CA
lcl|NC_032089.1_cds_XP_712240.1_428	CAALFM_C104580CA
lcl|NC_032089.1_cds_XP_019330644.1_429	CAALFM_C104590WA
lcl|NC_032089.1_cds_XP_712241.2_430	CAALFM_C104600CA
lcl|NC_032089.1_cds_XP_019330645.1_431	CAALFM_C104610WA
lcl|NC_032089.1_cds_XP_712243.1_432	CAALFM_C104620WA
lcl|NC_032089.1_cds_XP_713593.2_433	CAALFM_C104630CA
lcl|NC_032089.1_cds_XP_713592.2_434	CAALFM_C104640WA
lcl|NC_032089.1_cds_XP_713591.2_435	CAALFM_C104650WA
lcl|NC_032089.1_cds_XP_713590.2_436	CAALFM_C104660WA
lcl|NC_032089.1_cds_XP_713589.1_437	CAALFM_C104670WA
lcl|NC_032089.1_cds_XP_713588.2_438	CAALFM_C104680WA
lcl|NC_032089.1_cds_XP_713586.2_439	CAALFM_C104690CA
lcl|NC_032089.1_cds_XP_713585.2_440	CAALFM_C104700CA
lcl|NC_032089.1_cds_XP_713583.2_441	CAALFM_C104710CA
lcl|NC_032089.1_cds_XP_019330646.1_442	CAALFM_C104720WA
lcl|NC_032089.1_cds_XP_713582.1_443	CAALFM_C104730CA
lcl|NC_032089.1_cds_XP_713581.2_444	CAALFM_C104740WA
lcl|NC_032089.1_cds_XP_713579.2_445	CAALFM_C104750WA
lcl|NC_032089.1_cds_XP_713578.2_446	CAALFM_C104760CA
lcl|NC_032089.1_cds_XP_713577.1_447	CAALFM_C104770CA
lcl|NC_032089.1_cds_XP_713575.2_448	CAALFM_C104780CA
lcl|NC_032089.1_cds_XP_713573.1_449	CAALFM_C104790WA
lcl|NC_032089.1_cds_XP_713572.2_450	CAALFM_C104800CA
lcl|NC_032089.1_cds_XP_713571.2_451	CAALFM_C104810WA
lcl|NC_032089.1_cds_XP_713570.1_452	CAALFM_C104820CA
lcl|NC_032089.1_cds_XP_713569.2_453	CAALFM_C104830WA
lcl|NC_032089.1_cds_XP_713568.1_454	CAALFM_C104840CA
lcl|NC_032089.1_cds_XP_713567.1_455	CAALFM_C104860WA
lcl|NC_032089.1_cds_XP_713566.2_456	CAALFM_C104870WA
lcl|NC_032089.1_cds_XP_713565.1_457	CAALFM_C104880CA
lcl|NC_032089.1_cds_XP_713564.2_458	CAALFM_C104890WA
lcl|NC_032089.1_cds_XP_713563.2_459	CAALFM_C104900WA
lcl|NC_032089.1_cds_XP_713562.2_460	CAALFM_C104910CA
lcl|NC_032089.1_cds_XP_713561.1_461	CAALFM_C104930CA
lcl|NC_032089.1_cds_XP_713560.1_462	CAALFM_C104940CA
lcl|NC_032089.1_cds_XP_713559.2_463	CAALFM_C104950CA
lcl|NC_032089.1_cds_XP_710861.2_464	CAALFM_C104960CA
lcl|NC_032089.1_cds_XP_710862.2_465	CAALFM_C104970WA
lcl|NC_032089.1_cds_XP_710863.2_466	CAALFM_C104980CA
lcl|NC_032089.1_cds_XP_710864.2_467	CAALFM_C104990CA
lcl|NC_032089.1_cds_XP_710865.2_468	CAALFM_C105000WA
lcl|NC_032089.1_cds_XP_710866.2_469	CAALFM_C105010CA
lcl|NC_032089.1_cds_XP_710867.2_470	CAALFM_C105020CA
lcl|NC_032089.1_cds_XP_019330647.1_471	CAALFM_C105030CA
lcl|NC_032089.1_cds_XP_710869.2_472	CAALFM_C105050CA
lcl|NC_032089.1_cds_XP_710870.2_473	CAALFM_C105060WA
lcl|NC_032089.1_cds_XP_710733.2_474	CAALFM_C105070CA
lcl|NC_032089.1_cds_XP_710732.2_475	CAALFM_C105080WA
lcl|NC_032089.1_cds_XP_710731.2_476	CAALFM_C105090WA
lcl|NC_032089.1_cds_XP_710730.2_477	CAALFM_C105100WA
lcl|NC_032089.1_cds_XP_710729.1_478	CAALFM_C105110CA
lcl|NC_032089.1_cds_XP_710728.2_479	CAALFM_C105120WA
lcl|NC_032089.1_cds_XP_710725.2_480	CAALFM_C105140WA
lcl|NC_032089.1_cds_XP_715884.2_481	CAALFM_C105150CA
lcl|NC_032089.1_cds_XP_715883.1_482	CAALFM_C105160CA
lcl|NC_032089.1_cds_XP_715882.2_483	CAALFM_C105170CA
lcl|NC_032089.1_cds_XP_019330648.1_484	CAALFM_C105180CA
lcl|NC_032089.1_cds_XP_019330649.1_485	CAALFM_C105190CA
lcl|NC_032089.1_cds_XP_715881.2_486	CAALFM_C105200CA
lcl|NC_032089.1_cds_XP_715880.2_487	CAALFM_C105210CA
lcl|NC_032089.1_cds_XP_715879.1_488	CAALFM_C105220CA
lcl|NC_032089.1_cds_XP_715878.1_489	CAALFM_C105230WA
lcl|NC_032089.1_cds_XP_715876.1_490	CAALFM_C105240CA
lcl|NC_032089.1_cds_XP_715877.1_491	CAALFM_C105250WA
lcl|NC_032089.1_cds_XP_715875.1_492	CAALFM_C105260CA
lcl|NC_032089.1_cds_XP_715874.1_493	CAALFM_C105270CA
lcl|NC_032089.1_cds_XP_715873.2_494	CAALFM_C105280WA
lcl|NC_032089.1_cds_XP_715872.1_495	CAALFM_C105290WA
lcl|NC_032089.1_cds_XP_715869.1_496	CAALFM_C105300CA
lcl|NC_032089.1_cds_XP_715868.2_497	CAALFM_C105320CA
lcl|NC_032089.1_cds_XP_715867.2_498	CAALFM_C105330CA
lcl|NC_032089.1_cds_XP_715866.2_499	CAALFM_C105340CA
lcl|NC_032089.1_cds_XP_715865.1_500	CAALFM_C105350WA
lcl|NC_032089.1_cds_XP_715864.1_501	CAALFM_C105360CA
lcl|NC_032089.1_cds_XP_715863.2_502	CAALFM_C105370CA
lcl|NC_032089.1_cds_XP_715862.2_503	CAALFM_C105380CA
lcl|NC_032089.1_cds_XP_715861.2_504	CAALFM_C105390CA
lcl|NC_032089.1_cds_XP_715860.1_505	CAALFM_C105400CA
lcl|NC_032089.1_cds_XP_715859.1_506	CAALFM_C105410CA
lcl|NC_032089.1_cds_XP_715858.1_507	CAALFM_C105420WA
lcl|NC_032089.1_cds_XP_715857.2_508	CAALFM_C105430WA
lcl|NC_032089.1_cds_XP_715854.2_509	CAALFM_C105440CA
lcl|NC_032089.1_cds_XP_715855.1_510	CAALFM_C105450WA
lcl|NC_032089.1_cds_XP_715853.1_511	CAALFM_C105460WA
lcl|NC_032089.1_cds_XP_715852.2_512	CAALFM_C105470WA
lcl|NC_032089.1_cds_XP_715851.1_513	CAALFM_C105480CA
lcl|NC_032089.1_cds_XP_715850.1_514	CAALFM_C105490CA
lcl|NC_032089.1_cds_XP_715849.1_515	CAALFM_C105500WA
lcl|NC_032089.1_cds_XP_019330650.1_516	CAALFM_C105510CA
lcl|NC_032089.1_cds_XP_715848.2_517	CAALFM_C105520WA
lcl|NC_032089.1_cds_XP_019330651.1_518	CAALFM_C105530CA
lcl|NC_032089.1_cds_XP_715846.2_519	CAALFM_C105540CA
lcl|NC_032089.1_cds_XP_019330652.1_520	CAALFM_C105560WA
lcl|NC_032089.1_cds_XP_718514.2_521	CAALFM_C105600WA
lcl|NC_032089.1_cds_XP_718513.2_522	CAALFM_C105610WA
lcl|NC_032089.1_cds_XP_718511.1_523	CAALFM_C105620CA
lcl|NC_032089.1_cds_XP_718510.2_524	CAALFM_C105630CA
lcl|NC_032089.1_cds_XP_718509.1_525	CAALFM_C105640CA
lcl|NC_032089.1_cds_XP_718508.1_526	CAALFM_C105650WA
lcl|NC_032089.1_cds_XP_718506.2_527	CAALFM_C105660CA
lcl|NC_032089.1_cds_XP_718505.1_528	CAALFM_C105670WA
lcl|NC_032089.1_cds_XP_718504.1_529	CAALFM_C105680CA
lcl|NC_032089.1_cds_XP_718502.1_530	CAALFM_C105690CA
lcl|NC_032089.1_cds_XP_019330653.1_531	CAALFM_C105700WA
lcl|NC_032089.1_cds_XP_718500.1_532	CAALFM_C105710CA
lcl|NC_032089.1_cds_XP_019330654.1_533	CAALFM_C105720WA
lcl|NC_032089.1_cds_XP_718499.2_534	CAALFM_C105740CA
lcl|NC_032089.1_cds_XP_718497.2_535	CAALFM_C105750CA
lcl|NC_032089.1_cds_XP_718496.2_536	CAALFM_C105760CA
lcl|NC_032089.1_cds_XP_718495.2_537	CAALFM_C105770CA
lcl|NC_032089.1_cds_XP_718494.1_538	CAALFM_C105780WA
lcl|NC_032089.1_cds_XP_019330655.1_539	CAALFM_C105790WA
lcl|NC_032089.1_cds_XP_718493.1_540	CAALFM_C105800CA
lcl|NC_032089.1_cds_XP_718492.1_541	CAALFM_C105810WA
lcl|NC_032089.1_cds_XP_718490.1_542	CAALFM_C105820CA
lcl|NC_032089.1_cds_XP_718489.1_543	CAALFM_C105830WA
lcl|NC_032089.1_cds_XP_718488.2_544	CAALFM_C105840WA
lcl|NC_032089.1_cds_XP_718487.2_545	CAALFM_C105850WA
lcl|NC_032089.1_cds_XP_718485.1_546	CAALFM_C105860WA
lcl|NC_032089.1_cds_XP_718484.2_547	CAALFM_C105870WA
lcl|NC_032089.1_cds_XP_718483.1_548	CAALFM_C105880WA
lcl|NC_032089.1_cds_XP_718482.2_549	CAALFM_C105890WA
lcl|NC_032089.1_cds_XP_718481.2_550	CAALFM_C105900WA
lcl|NC_032089.1_cds_XP_718480.2_551	CAALFM_C105910WA
lcl|NC_032089.1_cds_XP_718479.2_552	CAALFM_C105920WA
lcl|NC_032089.1_cds_XP_718477.2_553	CAALFM_C105930CA
lcl|NC_032089.1_cds_XP_718476.1_554	CAALFM_C105940WA
lcl|NC_032089.1_cds_XP_718474.1_555	CAALFM_C105950CA
lcl|NC_032089.1_cds_XP_718473.2_556	CAALFM_C105960WA
lcl|NC_032089.1_cds_XP_718472.1_557	CAALFM_C105970WA
lcl|NC_032089.1_cds_XP_718470.1_558	CAALFM_C105980WA
lcl|NC_032089.1_cds_XP_718469.1_559	CAALFM_C105990CA
lcl|NC_032089.1_cds_XP_718468.2_560	CAALFM_C106000WA
lcl|NC_032089.1_cds_XP_718467.1_561	CAALFM_C106010WA
lcl|NC_032089.1_cds_XP_718466.2_562	CAALFM_C106020WA
lcl|NC_032089.1_cds_XP_718465.1_563	CAALFM_C106030CA
lcl|NC_032089.1_cds_XP_718464.2_564	CAALFM_C106040WA
lcl|NC_032089.1_cds_XP_019330656.1_565	CAALFM_C106050CA
lcl|NC_032089.1_cds_XP_718462.2_566	CAALFM_C106060CA
lcl|NC_032089.1_cds_XP_718461.1_567	CAALFM_C106070WA
lcl|NC_032089.1_cds_XP_718460.1_568	CAALFM_C106080CA
lcl|NC_032089.1_cds_XP_718459.2_569	CAALFM_C106090CA
lcl|NC_032089.1_cds_XP_718458.1_570	CAALFM_C106100CA
lcl|NC_032089.1_cds_XP_718457.1_571	CAALFM_C106110CA
lcl|NC_032089.1_cds_XP_718456.1_572	CAALFM_C106120CA
lcl|NC_032089.1_cds_XP_019330657.1_573	CAALFM_C106130CA
lcl|NC_032089.1_cds_XP_718453.2_574	CAALFM_C106150WA
lcl|NC_032089.1_cds_XP_718452.1_575	CAALFM_C106160WA
lcl|NC_032089.1_cds_XP_710010.2_576	CAALFM_C106180WA
lcl|NC_032089.1_cds_XP_710009.2_577	CAALFM_C106190CA
lcl|NC_032089.1_cds_XP_710103.2_578	CAALFM_C106200WA
lcl|NC_032089.1_cds_XP_710879.1_579	CAALFM_C106210WA
lcl|NC_032089.1_cds_XP_710878.2_580	CAALFM_C106220CA
lcl|NC_032089.1_cds_XP_710877.2_581	CAALFM_C106230CA
lcl|NC_032089.1_cds_XP_710876.2_582	CAALFM_C106250WA
lcl|NC_032089.1_cds_XP_710875.2_583	CAALFM_C106260WA
lcl|NC_032089.1_cds_XP_710874.1_584	CAALFM_C106270WA
lcl|NC_032089.1_cds_XP_710873.2_585	CAALFM_C106280CA
lcl|NC_032089.1_cds_XP_710279.2_586	CAALFM_C106320WA
lcl|NC_032089.1_cds_XP_718864.2_587	CAALFM_C106340WA
lcl|NC_032089.1_cds_XP_718863.1_588	CAALFM_C106350WA
lcl|NC_032089.1_cds_XP_718862.1_589	CAALFM_C106360WA
lcl|NC_032089.1_cds_XP_718861.1_590	CAALFM_C106370CA
lcl|NC_032089.1_cds_XP_718860.1_591	CAALFM_C106380CA
lcl|NC_032089.1_cds_XP_718859.2_592	CAALFM_C106390WA
lcl|NC_032089.1_cds_XP_718858.2_593	CAALFM_C106400CA
lcl|NC_032089.1_cds_XP_718856.2_594	CAALFM_C106410WA
lcl|NC_032089.1_cds_XP_718855.2_595	CAALFM_C106420CA
lcl|NC_032089.1_cds_XP_718854.2_596	CAALFM_C106430CA
lcl|NC_032089.1_cds_XP_718853.2_597	CAALFM_C106440CA
lcl|NC_032089.1_cds_XP_019330658.1_598	CAALFM_C106450CA
lcl|NC_032089.1_cds_XP_718852.1_599	CAALFM_C106460CA
lcl|NC_032089.1_cds_XP_019330659.1_600	CAALFM_C106470WA
lcl|NC_032089.1_cds_XP_019330660.1_601	CAALFM_C106480CA
lcl|NC_032089.1_cds_XP_718851.1_602	CAALFM_C106500WA
lcl|NC_032089.1_cds_XP_718850.1_603	CAALFM_C106510CA
lcl|NC_032089.1_cds_XP_718848.2_604	CAALFM_C106520CA
lcl|NC_032089.1_cds_XP_718847.2_605	CAALFM_C106530CA
lcl|NC_032089.1_cds_XP_718846.2_606	CAALFM_C106540CA
lcl|NC_032089.1_cds_XP_718845.2_607	CAALFM_C106550WA
lcl|NC_032089.1_cds_XP_718843.2_608	CAALFM_C106560WA
lcl|NC_032089.1_cds_XP_718842.1_609	CAALFM_C106570WA
lcl|NC_032089.1_cds_XP_718841.2_610	CAALFM_C106580WA
lcl|NC_032089.1_cds_XP_718840.2_611	CAALFM_C106590CA
lcl|NC_032089.1_cds_XP_718839.1_612	CAALFM_C106600WA
lcl|NC_032089.1_cds_XP_718838.2_613	CAALFM_C106610CA
lcl|NC_032089.1_cds_XP_718837.1_614	CAALFM_C106620CA
lcl|NC_032089.1_cds_XP_718836.2_615	CAALFM_C106630WA
lcl|NC_032089.1_cds_XP_019330661.1_616	CAALFM_C106640CA
lcl|NC_032089.1_cds_XP_718835.1_617	CAALFM_C106650WA
lcl|NC_032089.1_cds_XP_718834.1_618	CAALFM_C106660WA
lcl|NC_032089.1_cds_XP_718833.2_619	CAALFM_C106670WA
lcl|NC_032089.1_cds_XP_718832.2_620	CAALFM_C106680WA
lcl|NC_032089.1_cds_XP_718831.2_621	CAALFM_C106690WA
lcl|NC_032089.1_cds_XP_718829.2_622	CAALFM_C106700WA
lcl|NC_032089.1_cds_XP_718828.1_623	CAALFM_C106710WA
lcl|NC_032089.1_cds_XP_718827.2_624	CAALFM_C106720CA
lcl|NC_032089.1_cds_XP_718826.2_625	CAALFM_C106730WA
lcl|NC_032089.1_cds_XP_718825.1_626	CAALFM_C106740CA
lcl|NC_032089.1_cds_XP_718824.2_627	CAALFM_C106750WA
lcl|NC_032089.1_cds_XP_718822.2_628	CAALFM_C106770WA
lcl|NC_032089.1_cds_XP_718821.2_629	CAALFM_C106780WA
lcl|NC_032089.1_cds_XP_718820.1_630	CAALFM_C106790CA
lcl|NC_032089.1_cds_XP_718819.2_631	CAALFM_C106800WA
lcl|NC_032089.1_cds_XP_718818.1_632	CAALFM_C106810WA
lcl|NC_032089.1_cds_XP_718816.1_633	CAALFM_C106820WA
lcl|NC_032089.1_cds_XP_019330662.1_634	CAALFM_C106840CA
lcl|NC_032089.1_cds_XP_718814.2_635	CAALFM_C106850WA
lcl|NC_032089.1_cds_XP_718813.1_636	CAALFM_C106860WA
lcl|NC_032089.1_cds_XP_019330663.1_637	CAALFM_C106870CA
lcl|NC_032089.1_cds_XP_019330664.1_638	CAALFM_C106880CA
lcl|NC_032089.1_cds_XP_019330665.1_639	CAALFM_C106890CA
lcl|NC_032089.1_cds_XP_019330666.1_640	CAALFM_C106900CA
lcl|NC_032089.1_cds_XP_718809.2_641	CAALFM_C106910CA
lcl|NC_032089.1_cds_XP_718808.2_642	CAALFM_C106920CA
lcl|NC_032089.1_cds_XP_718807.2_643	CAALFM_C106930WA
lcl|NC_032089.1_cds_XP_718804.2_644	CAALFM_C106940CA
lcl|NC_032089.1_cds_XP_718803.1_645	CAALFM_C106960WA
lcl|NC_032089.1_cds_XP_718801.2_646	CAALFM_C106970CA
lcl|NC_032089.1_cds_XP_718799.2_647	CAALFM_C106980CA
lcl|NC_032089.1_cds_XP_718798.2_648	CAALFM_C107000WA
lcl|NC_032089.1_cds_XP_718795.1_649	CAALFM_C107010WA
lcl|NC_032089.1_cds_XP_718793.1_650	CAALFM_C107020CA
lcl|NC_032089.1_cds_XP_718792.2_651	CAALFM_C107030CA
lcl|NC_032089.1_cds_XP_718791.1_652	CAALFM_C107040CA
lcl|NC_032089.1_cds_XP_718790.1_653	CAALFM_C107050CA
lcl|NC_032089.1_cds_XP_019330667.1_654	CAALFM_C107060CA
lcl|NC_032089.1_cds_XP_718788.1_655	CAALFM_C107070CA
lcl|NC_032089.1_cds_XP_718787.1_656	CAALFM_C107080WA
lcl|NC_032089.1_cds_XP_718786.1_657	CAALFM_C107090CA
lcl|NC_032089.1_cds_XP_718785.2_658	CAALFM_C107100CA
lcl|NC_032089.1_cds_XP_718784.2_659	CAALFM_C107110WA
lcl|NC_032089.1_cds_XP_713900.1_660	CAALFM_C107120WA
lcl|NC_032089.1_cds_XP_713899.2_661	CAALFM_C107130CA
lcl|NC_032089.1_cds_XP_713895.1_662	CAALFM_C107140CA
lcl|NC_032089.1_cds_XP_019330668.1_663	CAALFM_C107150WA
lcl|NC_032089.1_cds_XP_019330669.1_664	CAALFM_C107160CA
lcl|NC_032089.1_cds_XP_713894.1_665	CAALFM_C107170CA
lcl|NC_032089.1_cds_XP_713893.1_666	CAALFM_C107180WA
lcl|NC_032089.1_cds_XP_713892.1_667	CAALFM_C107190WA
lcl|NC_032089.1_cds_XP_713891.1_668	CAALFM_C107200WA
lcl|NC_032089.1_cds_XP_713890.1_669	CAALFM_C107210CA
lcl|NC_032089.1_cds_XP_713889.1_670	CAALFM_C107220WA
lcl|NC_032089.1_cds_XP_713888.1_671	CAALFM_C107230WA
lcl|NC_032089.1_cds_XP_713887.1_672	CAALFM_C107240WA
lcl|NC_032089.1_cds_XP_713886.2_673	CAALFM_C107250CA
lcl|NC_032089.1_cds_XP_713885.1_674	CAALFM_C107260CA
lcl|NC_032089.1_cds_XP_713884.1_675	CAALFM_C107270WA
lcl|NC_032089.1_cds_XP_019330670.1_676	CAALFM_C107280CA
lcl|NC_032089.1_cds_XP_713882.1_677	CAALFM_C107330WA
lcl|NC_032089.1_cds_XP_019330671.1_678	CAALFM_C107340WA
lcl|NC_032089.1_cds_XP_713880.1_679	CAALFM_C107350CA
lcl|NC_032089.1_cds_XP_713879.1_680	CAALFM_C107360WA
lcl|NC_032089.1_cds_XP_713877.1_681	CAALFM_C107370CA
lcl|NC_032089.1_cds_XP_713876.1_682	CAALFM_C107380CA
lcl|NC_032089.1_cds_XP_713875.1_683	CAALFM_C107390WA
lcl|NC_032089.1_cds_XP_713873.1_684	CAALFM_C107400CA
lcl|NC_032089.1_cds_XP_713872.1_685	CAALFM_C107410CA
lcl|NC_032089.1_cds_XP_713871.2_686	CAALFM_C107420CA
lcl|NC_032089.1_cds_XP_713870.1_687	CAALFM_C107430WA
lcl|NC_032089.1_cds_XP_713869.2_688	CAALFM_C107440WA
lcl|NC_032089.1_cds_XP_711741.1_689	CAALFM_C107460CA
lcl|NC_032089.1_cds_XP_711740.1_690	CAALFM_C107470CA
lcl|NC_032089.1_cds_XP_711739.1_691	CAALFM_C107480CA
lcl|NC_032089.1_cds_XP_711738.2_692	CAALFM_C107490CA
lcl|NC_032089.1_cds_XP_711737.2_693	CAALFM_C107500CA
lcl|NC_032089.1_cds_XP_711736.2_694	CAALFM_C107510WA
lcl|NC_032089.1_cds_XP_711734.2_695	CAALFM_C107520CA
lcl|NC_032089.1_cds_XP_019330672.1_696	CAALFM_C107530WA
lcl|NC_032089.1_cds_XP_711733.1_697	CAALFM_C107540CA
lcl|NC_032089.1_cds_XP_711732.1_698	CAALFM_C107550WA
lcl|NC_032089.1_cds_XP_711731.2_699	CAALFM_C107560WA
lcl|NC_032089.1_cds_XP_711730.2_700	CAALFM_C107570CA
lcl|NC_032089.1_cds_XP_711729.1_701	CAALFM_C107580CA
lcl|NC_032089.1_cds_XP_711728.2_702	CAALFM_C107590CA
lcl|NC_032089.1_cds_XP_711727.1_703	CAALFM_C107600WA
lcl|NC_032089.1_cds_XP_711726.2_704	CAALFM_C107610CA
lcl|NC_032089.1_cds_XP_711725.2_705	CAALFM_C107620CA
lcl|NC_032089.1_cds_XP_711724.1_706	CAALFM_C107630WA
lcl|NC_032089.1_cds_XP_711723.2_707	CAALFM_C107640CA
lcl|NC_032089.1_cds_XP_711721.1_708	CAALFM_C107650WA
lcl|NC_032089.1_cds_XP_711720.2_709	CAALFM_C107660WA
lcl|NC_032089.1_cds_XP_716535.2_710	CAALFM_C107670WA
lcl|NC_032089.1_cds_XP_716536.1_711	CAALFM_C107680WA
lcl|NC_032089.1_cds_XP_716539.2_712	CAALFM_C107690CA
lcl|NC_032089.1_cds_XP_716540.2_713	CAALFM_C107700CA
lcl|NC_032089.1_cds_XP_716541.2_714	CAALFM_C107710CA
lcl|NC_032089.1_cds_XP_710443.2_715	CAALFM_C107780WA
lcl|NC_032089.1_cds_XP_717587.1_716	CAALFM_C107790CA
lcl|NC_032089.1_cds_XP_717588.1_717	CAALFM_C107800WA
lcl|NC_032089.1_cds_XP_717589.1_718	CAALFM_C107810CA
lcl|NC_032089.1_cds_XP_717590.1_719	CAALFM_C107820WA
lcl|NC_032089.1_cds_XP_717591.2_720	CAALFM_C107830CA
lcl|NC_032089.1_cds_XP_717592.1_721	CAALFM_C107840WA
lcl|NC_032089.1_cds_XP_717594.2_722	CAALFM_C107850CA
lcl|NC_032089.1_cds_XP_717595.1_723	CAALFM_C107860WA
lcl|NC_032089.1_cds_XP_717596.2_724	CAALFM_C107870CA
lcl|NC_032089.1_cds_XP_717597.2_725	CAALFM_C107880CA
lcl|NC_032089.1_cds_XP_717599.2_726	CAALFM_C107890CA
lcl|NC_032089.1_cds_XP_717601.1_727	CAALFM_C107900WA
lcl|NC_032089.1_cds_XP_717602.1_728	CAALFM_C107910CA
lcl|NC_032089.1_cds_XP_019330673.1_729	CAALFM_C107920WA
lcl|NC_032089.1_cds_XP_717603.2_730	CAALFM_C107930CA
lcl|NC_032089.1_cds_XP_717604.1_731	CAALFM_C107950CA
lcl|NC_032089.1_cds_XP_717605.2_732	CAALFM_C107960WA
lcl|NC_032089.1_cds_XP_717606.2_733	CAALFM_C107970CA
lcl|NC_032089.1_cds_XP_717607.2_734	CAALFM_C107980CA
lcl|NC_032089.1_cds_XP_717608.2_735	CAALFM_C107990CA
lcl|NC_032089.1_cds_XP_717609.1_736	CAALFM_C108000WA
lcl|NC_032089.1_cds_XP_717611.2_737	CAALFM_C108010WA
lcl|NC_032089.1_cds_XP_717612.2_738	CAALFM_C108020WA
lcl|NC_032089.1_cds_XP_717614.1_739	CAALFM_C108030WA
lcl|NC_032089.1_cds_XP_019330674.1_740	CAALFM_C108040WA
lcl|NC_032089.1_cds_XP_717615.1_741	CAALFM_C108050WA
lcl|NC_032089.1_cds_XP_717616.1_742	CAALFM_C108060WA
lcl|NC_032089.1_cds_XP_717617.2_743	CAALFM_C108070WA
lcl|NC_032089.1_cds_XP_019330675.1_744	CAALFM_C108080CA
lcl|NC_032089.1_cds_XP_717619.1_745	CAALFM_C108090CA
lcl|NC_032089.1_cds_XP_717620.1_746	CAALFM_C108100WA
lcl|NC_032089.1_cds_XP_717622.2_747	CAALFM_C108110WA
lcl|NC_032089.1_cds_XP_717624.2_748	CAALFM_C108120WA
lcl|NC_032089.1_cds_XP_717626.2_749	CAALFM_C108130CA
lcl|NC_032089.1_cds_XP_717627.2_750	CAALFM_C108140WA
lcl|NC_032089.1_cds_XP_717629.1_751	CAALFM_C108150CA
lcl|NC_032089.1_cds_XP_717630.2_752	CAALFM_C108160WA
